AL,630
AK,61
AZ,447
AR,314
CA,3132
CO,475
CT,729
DE,91
DC,82
FL,1218
GA,660
HI,19
ID,2981
IL,1453
IN,631
IA,429
KS,430
KY,515
LA,770
ME,246
MT,113
NE,296
NV,167
NH,234
NJ,1109
NM,273
NY,1457
NC,961
ND,142
OH,1219
OK,395
OR,493
MD,951
MA,1163
MI,1395
MN,589
MS,228
MO,604
PA,1060
RI,175
SC,485
SD,121
TN,832
TX,1670
UT,183
VT,141
VA,935
WA,852
WV,245
WI,847
WY,103
